,text,label
3301,11 307 23 1 94 129 13 5 66 1 198 52 8 23,1
3302,42 133 8 249 23 486 709 1769 265 56 14 3 58 37 88 86 486 709 2 760 496 308 4 18 513 72 2 424 87 1188 2006 38 254 144 756 98 186 69 37 69 2770 46 15 3 365 47 38 385 30 9 114 40 949 322 15 3 599 202 383 37 12 19 56 56 88 86 26 51 42 15 3 32 5 86 52 1947 127 568 15 3 18 143 65 427 589 478 200 375 59 146 49 454 206 203 49 15 3 344 375 193 418 392 251 472 4 13 183 264 2 14 3 86 52 5 85 17 2 195 183 9 214 19 527 61 14 3 375 718 2 260 723 9 79 332 193 71 14 3 5 47 254 28 126 200 369 622 649 1094 375 65 288 124 15 3 104 107 1080 305 144 65 305 1077 1769 265 2 288 124 15 3 1080 57 144 65 1077 256 1769 265 2 288 124 15 3 98 590 1147 407 441 1769 265 182 51 42 14 3 12 79 5 107 486 709 14,1
3303,105 77 242 1948 1146 2 104 12 87 264 412 17 45 1 903 476 7,0
3304,1092 211 1227 2 155 208 40 39 96 5 429 10 874 1131 2 1525 63 9 8 234 775 272 2 467 303 10 327 846 10,1
3305,36 28 58 1 167 143 616 616 6 152 90 757 38 313 39 1557 169 213 475 1074 18 24 6 554 280 51 455 12 35 36 2 810 467 303 6 313 50 222 74 150 11 235 37 143 11 3842 1882 1211 2096 1637 498 498 6 1139 1133 1139 1 9 494 893 7 6 197 59 1 24 28 77 18 2 93 170 1 9 128 319 59 6 1588 61 197 14 197 294 1 12 4 11 23 2 93 170 6 1195 498,1
3306,1179 337 39 1179 28 41 147 121 7 1 17 2459 51 42 23 28 7 6 91 4 849 109 10,1
3307,236 49 354 7 214 35 15 520 8 35 664 156 46 555 664 2 446 130 104 252 319 1083 15 12 35 2 446 130 88 86 13 17 15 20 217 111 49 220 38 156 15 168 156 49 105 7 199 36 2 88 86 14 14 14 13 5 66 617 15 198 52 302 384 15 478 182 105 77 71 41 41 19 203 256 57 26 9 11 30 96 59 2 15 411 169 156 8 74 364 17 472,1
3308,376 376 1 842 306 1117 395 5 39 4 1027 407 159 762 109 2 1 4 493 45 133 1223 727 27 812 236 762 109 2 288 124 6 117 4 267 65 2 451 170 73 55 35 5 236 1238 7 6 5 568 18 1022 38 83 379 362 296 50 2 1 11 32 298 161 400 1015 2034 1128 2 83 97 1 75 4 201 101 5 4 2 1 154 42 12 379 362 296 632 4 364 47 2034 1128 2 6 3 101 670 184 688 4 9 185 359 2 1 228 60 144 1478 2 229 228 1341 542 7 8 46 165 194 360 63 6 353 133 26 9 100 700 306 55 2 157 842 306 1117 158 287 165 194 275 1 117 4 115 96 2 262 1238 7 6 82 160 241 247 727 553 1 298 161 154 9 91 181 2 242 17 179 89 1 9 81 78 20 45 96 45 1306 1 212 308 4 334 457 2623 657 6,1
3309,248 199 383 7 68 972 766 176 225 240 216 1 417 68 85 716 636 1 32 264 109 1238 6,0
3310,486 709 833 1515 71 41 41 147 215 99 105 191 7 8 514 49 237 7 15 469 25 141 25 60 114 40 8 249 30 9 546 443 273,1
3311,45 72 279 1 91 181 2 38 471 267 447,1
3312,1842 1765 4 90 367 10,1
3313,105 68 487 259 210,1
3314,364 80 92 87 72 2 12 128 213 155 10,1
3315,134 122 198 52 8 240 10,1
3316,376 376 3 84 69 2 487 259 91 210 140 3 719 90 74 754 202 2 3 333 90 57 754 132 28 2 3 846 8 19 719 90 9 163 180 409 282 49 13 210 20 235 418 7 3 13 396 187 298 161 793 567 485 372,1
3317,38 57 156 49 2 95 346 347 15 5 425 52 288 749 7 15 26 4 60 7 1353 928 15 23 7 26 4 30 24 288 749 15 9 49 220 15 51 47 91 2 117 4 60 7 1353 928,1
3318,80 92 698 698 2 403 267 1 85 575 7 6,0
3319,13 17 2 36 6 11 23 7 13 45 35 7 6 167 27,1
3320,325 4 104 252 221 325 2 132 323 7,1
3321,105 235 37 2 423 196 136 39 30 9 1 249 330 20 51 42 211 168 2 6 91 166 27 666 692 12 28 560 78 5 78 4 195 1489 2 341 135 6 42 58 5 85 699 18 84 69 23 993 934 135 7 6,0
3322,364 17 96 2 1 5 59 26 30 105 77 311 311 9 45 80 92,1
3323,254 433 5 66 1 267 285 78 13 575,1
3324,312 35 36 87 20 83 40 8 79 127 151 3 312 150 20 73 2252 1535 64 8 97 8 150 2252 71 19 3 1430 5 52 65 8 555 35 36 3 3 3 3 3 3 1458 407 159 52 36 127 151 26 5 66 3 20 4 12 19 27 5 208 40 97 140,0
3325,23 235 37 7 42 58 182 105 77 12 110 675 144 65 55 2 87 72 30 9 3418 745 118 53 31 15 46 106 456 834 8 74 190 23,0
3326,70 29 266 21 2 247 63 13 775 272 290 15 408 110 250 295 149 258 39 13 266 21 153 21 141 29 14 11 86 52 26 4 13 17 2 63 149 76,1
3327,24 7 17 189 577 3 86 52 26 51 42 3 117 5 59 184 358 1235 2035 7 79,1
3328,56 139 373 109 2 331 477 1 13 5 151 479 1 146 121 209 79 632 1529 7 6 26 17 364 59 37 7 1 1522 893 100 89 10,1
3329,18 1597 1032 38 32 24 28 12 19 503 112 55 9 189 19 148 119 120 140 48 48 8 455 28 148 119 120 20 348 938 48 48 26 9 1 12 19 91 2 4 181 55 67,0
3330,236 49 23 7 118 53 31 3 31 118 31 214 19 55 35 2 1 105 77 26 4 31 118 31 2 104 252 101 56,0
3331,310 64 5 80 92,0
3332,11 88 86 9 128 363 135 9 328 320 826 6 46 106 533 187 7 1 125 17 18 36 566 146 101 670 24 24 6,0
3333,11 4 146 121 168 439 367 56 932 1694 2 341 135 2 6 307 168 439 117 4 23 7 329 2 1829 1492 73 1128 2683 2270 6 50 91 2 1 307 168 439 86 52 9 79 309 1 13 139 1613 6 75 622 50 164 485 879 286 47 537 17 1 20 23 7 6 30 103 28 1 932 1694 286 93 104 537 224 6 8 1093 1829 1492 625 550 50 192 36 2 56 129 32 51 42 56 468 586 8 121 1 1128 2683 2270 625 8 19 438 337 214 150 2 56 129 4 480 82 8 121 56 5 206 8 1093 2 6 395 186 1 932 1694 485 1914 286 91 2 17 17 1 134 122 205 1914 1 1649 90 56 206 185 5 691 1343 6 12 352 1431 744 2265 324 124 32 91 2 17 17 1 5 691 1 32 5 944 6,1
3334,342 102 82 160 8 19 394 101 2 425 360 126 219 59 146 159 368 2 27 254 65 12 234 328 93 9 79 5 896 1 75 11 91 101 2 88 351 20 4 408 19 144 2 389 85 394 814 1 30 9 334 2229 1 746 436 783 1574 6 308 123 1 11 2 88 86 4 58 676 2 6 452 493 8 687 144 5 8 202 44 9 8 19 114 40 334 2229 1 75 280 144 91 91 20 117 4 217 8 1253 393 168 205 1 257 143 126 219 73 362 296 24 452 493 30 114 40 1 75 1154 18 68 1033 38 109 60 144 156 109 135 350 143 240 179 17 217 20 9 79 1738 5 172 46 106 2 1334 64 6 5 59 298 161 109 179 5 78 24 28 12 128 173 227 1 5 571 17 511 1 666 169 770 184 146 425 360 126 219 103 425 360 2 171 177 2 27 4 781 893 2 1 107 124 11 89 2 328 93 78 367 8 19 27 291 542 12 234 781 893 1 83 11 89 2 389 4 1606 2659 416 248 2 6,0
3335,745 135 30 7 20 44 264 412 79 227 1 12 19 93 170 85 309 7 6 61 147 197 454 239 659 137 137 3 3 137 137 464 8 110 216 2 93 170 579 32 351 5 7 6,0
3336,347 57 2 184 358 125 17 2 4 100 89 2 281 221,0
3337,33 148 43 120 1558 287 5 145 130 4 5 4 343 656 275 1 11 4 24 7 12 36 2 6 2 389 13 17 6 49 74 1377 1663 2 154 761 174 1496 755 99 265 178 85 45 1 154 42 1 13 45 240 179 39 692 139 794 248 6 75 12 35 36 1 389 101 8 35 319 52 2 229 762 171 177 6 152 102 1 11 32 666 692 104 677 14 877 2478 4 5 4 228 12 36 417 156 6 75 11 18 204 108 3441 1863 404 59 8 514 49 237 1 2 389 241 152 165 194 289 305 27 277 82 12 35 36 302 1703 672 436 6 75 82 57 108 27 37 50 1 51 47 26 4 327 133 8 79 6 57 108 27 8 402 762 199 289 521 262 9 1 762 397 1956 129 32 262 9 6 98 186 1 253 30 9 8 79 254 201 2 933 139 6 376 376 231 231 32 196 956 11 290 6,0
3338,11 23 7 1 239 269 137 321 38 754 74 193 142 321 20 132 28 7 1 210 10 82 84 69 263 426 13 396 187 497 216 131 218 5 56 50 10 11 24 59 34 577 95 346 55 113 175 1002 55 1 152 102 32 1044 59 430 55 216 37 24 1 461 461 77 18 430 55 603 553 5 66 324 124 32 5 66 1 75 1 12 19 894 323 55 91 2 30 166 11 291 161 10 83 244 72 113 274 524 113 276 565 113 271 549 259 1 646 12 128 20 4 8 234 898 351 10 316 543 302 384 10 10 216 131 197 110 1 301 110 4 95 346 347 1 61 110 4 70 112 137 1 656 1548 913 1005 2 576 474 1187 295 55 497 386 505 5 66 1 75 30 225 1154 18 386 72 38 56 1 228 60 329 4 73 216 131 420 64 1504 18 8 172 2 1 1485 168 20 511 7 1 98 186 32 5 47 1154 18 1547 72 38 497 656 1548 711 364 1230 1 9 110 1930 2 889 344 1 461 461 152 102 4 435 612 2 222 275 21 46 884 2471 756 1230 1 5 59 20 217 1034 3302 50 2 1 174 20 4 464 608 930 178 1 461 461 26 4 80 92 10 347 550 2396 713 17 24 1 228 60 104 252 111 154 42 347 550 324 124 8 402 1 75 26 4 242 5 723 116 1 152 102 51 42 109 60 2396 713 318 214 283 1 461 461 51 11 1538 5 52 222 275,1
3339,12 165 131 64 51 42 50 4 57 108 200 244 2 289 265 1 75 4 626 52 85 45 7 1 333 90 18 317 414 24 28 12 19 1 88 86 378 20 5 211 8 440 37 1 12 38 204 729 4 18 1336 284 290 1 8 79 808 823 371 121 356 83 234 1348 397 289 521 32 30 9 1 65 2 216 1356 650 1 952 1760 7 12 165 131 64 7 10,0
3340,13 17 1 4 100 133 8 35 157 112 62 25 22 25 33 62 25 112 3 53 33 137 392 739 550 131 250 397 440 230 603 225 158 2 255 1559 336 492 6 115 107 124 23 7 133 8 35 1 20 793 567 23 12 35 227 6 107 124 30 23 133 8 35 1 415 407 23 133 8 35 1 24 7 86 52 17 1 190 23 12 8 35 6,1
3341,155 375 35 2 410 94 13 272 212 1 408 279 88 86 13 2038 80 13 204 6 4 678 1520 2959 2 188 8 110 250 1 253 264 412 1 480 82 23 52 59 6 44 4 320 438 496 328 93 1 557 438 125 224 1 11 143 557 438 48,1
3342,338 7 13 46 904 450 854 1280 1 136 206 7 123 58 189 194 741 832 65 8 150 1 378 476 11 7 6,0
3343,12 19 300 304 82 80 92 908 203 300 304 2 318 106 37 50 101 18 4 893 63 504 228 60 329 2 387 358 582 442 1 45 97 286 101 18 4 85 575 7 10 11 26 42 60 5 78 1276 1065 2670 2458 290 1 77 18 544 102 24 28 7 332 279 57 144 55 1 210 23 140 1 103 188 8 49 237 318 28 504,1
3344,42 133 18 21 70 21 710 25 34 23 59 1 134 122 5 66 1 4 197 41 121 356 28 147 41 121 356 548 112 62 29 54 29 112 33 331 477 360 373 2 1 9 562 108 619 155 113 733 258 113 26 9 108 223 2 2 8 128 1399 336 63 149 6 12 19 467 255 55 541 7 374 484 9 189 440 66 583 223 1 94 129 13 224 1 302 384 8 74 6 84 69 38 2 258 353 332 488 17 45 66 238 1 51 42 146 21 70 21 710 25 34 24 258 353 332 488 6 62 22 22 112 527 454 454 153 153 153 14 21 70 21 710 25 34 14 53 25 70 454 120 112 454 112 43 25 31 119 53 22 454 148 41 41 41 41 41 62 141 197 34 454 43 16 138 659 31 112 1133 43 16 22 119 43 34 1133 61 454 61 41 207 162 142 301 142 142 147 41 142 162 197 61 61 142 147 41 137 273 29 16 659 119 22 138 197 512 34 659 142 61 301 207 512 33 659 70 119 33 29 53,0
3345,277 204 93 1429,0
3346,104 252 424 2006 1 370 221 224 116 1 75 224 116 32 56 5 169 23 12 19 140 6 6 6,0
3347,241 152 5 66 15 19 27 88 86 104 1038 438 17 14,1
3348,342 102 93 170 5 325 309 1 75 4 127 151 385 5 85 27 286 475 6 70 112 137 2 127 151 4 468 281 36 57 2 144 238 8 238 5 850 195 240 7 8 577 1 30 9 218 416 377 2 357 260 1 82 548 156 179 98 483 9 128 81 2146 475 1 5 535 160 126 156 6,0
3349,134 122 80 92 805 242 2 12 352 153 137 197 41 1 329 2 959 276 4 11 125 741 242 2 1051 1501 276 1 190 281 38 1334 276 2 502 718 73 1108 276 2 463 1 91 2 4 85 575 7 10 329 2 223 589 582 442 2 32 134 122 2 575 1 56 172 37 116 88 13 751 370 1 625 637 32 39 134 122 2 183 264 6 12 352 116 81 2 2 286 47 134 122 17 1 4 352 153 21 54 266 70 21 34 116 81 1 63 94 134 122 2 5 66 1 682 550 32 13 575 1 302 384 46 106 39 37 23 12 352 116 81 1 286 93 104 91 2 39 134 122 2 224 1 327 496 80 92 1 98 186 725 343 39 370 56 290 10,1
3350,51 876 51 876 1 91 2 13 51 876 1 539 9 217 100 89 12 97 582 442 274 226 1042 1544 315 528 2 1 136 7 1038 438 5 47 318 32 20 1238 7 1 51 42 2346 686 865 1 544 102 4 726 360 274 1302 32 5 47 318 1 638 11 2 698 425 35 208 40 690 1 319 130 26 60 7 8 19 300 304 283 11 2 726 360 274 1302 2340 542 1 903 632,0
3351,4 914 1541 1 42 60 4 293 155 290 1 291 161,0
3352,115 89 164 329 39 17 2 1 20 4 2867 948 2 167 68 331 477 85 876 1202 7 1 11 23 2 175 797 682 251 277 100 89 369 35 20 30 9 167 68 20 143 11 417 235 146 7 1 26 50 4 11 1228 132 1 11 871 651 115 40 32 30 9 143 11 260 599 73 563 11 248 199 167 68 6 11 13 1165 1534 1 11 5 78 190 18 115 89 12 87 23 171 177 7 1 11 215 99 707 28 164 329 175 38 331 477 146 23 11 44 2 171 177 6 98 186 11 77 18 455 27 20 50 115 89 2 263 426 13 209 1 93 170 13 309 1 167 68 13 876 1202 6,0
3353,548 156 1052 156 2 27 1 125 17 23 8 35 803 240 1 13 351 56 6 46 459 26 4 46 459 1 20 4 5 236 1196 551 6 240 7 438 1006 46 459 2 12 35 36 1 26 103 23 438 1006 46 459 164 100 2 36 6,1
3354,21 54 138 43 16 31 3 62 29 22 53 62 53 25 53 266 3 112 43 16 33 16 34 22 33 15 3 29 34 3 22 119 43 34 15 3 25 118 16 43 54 21 112 112 16 31 3 153 29 22 62 3 62 29 22 53 62 53 25 53 266 605 33 3 54 21 33 22 3 120 43 16 21 22 3 33 119 33 22 21 29 34 16 31 3 112 16 43 29 25 31 3 25 138 3 33 119 53 53 16 33 33 15 3 29 34 53 54 119 31 29 34 120 3 62 29 33 3 70 25 43 16 3 25 112 119 54 16 34 22 3 43 16 70 21 266 16 3 25 138 3 22 62 16 3 70 21 34 3 153 62 25 3 266 34 16 153 3 22 25 25 3 70 119 53 62 3 478 61 147 142 239 472 15 3 33 22 21 43 43 29 34 120 3 469 21 70 16 33 3 33 22 16 153 21 43 22 3 21 34 31 3 31 25 43 29 33 3 31 21 141 14 3 62 29 22 53 62 53 25 53 266 3 112 43 16 138 16 43 43 16 31 3 22 62 16 3 61 147 142 239 3 118 16 43 33 29 25 34 15 3 148 119 22 3 70 25 33 22 3 33 53 62 25 54 21 43 33 3 21 34 31 3 33 16 43 29 25 119 33 3 138 21 34 33 3 138 21 118 25 43 3 22 62 16 3 61 147 137 207 3 25 43 29 120 29 34 21 54 15 3 153 62 29 53 62 3 22 62 16 3 31 29 43 16 53 22 25 43 3 43 16 120 21 43 31 16 31 3 21 33 3 22 62 16 3 153 25 43 266 3 25 138 3 21 3 437 22 21 54 16 34 22 16 31 3 21 70 21 22 16 119 43 14 437 3 22 62 29 33 3 112 16 43 29 25 31 3 21 54 33 25 3 29 34 53 54 119 31 16 31 3 22 62 16 3 31 21 43 266 54 141 3 43 25 70 21 34 22 29 53 15 3 53 62 29 54 54 29 34 120 3 118 16 43 22 29 120 25 3 478 61 147 142 197 472 15 3 153 29 22 62 3 33 22 16 153 21 43 22 3 21 34 31 3 266 29 70 3 34 25 118 21 266 15 3 153 62 29 53 62 3 153 21 33 3 34 25 22 3 16 33 112 16 53 29 21 54 54 141 3 33 119 53 53 16 33 33 138 119 54 3 21 22 3 22 62 16 3 22 29 70 16 3 148 119 22 3 62 21 33 3 33 29 34 53 16 3 53 25 70 16 3 22 25 3 148 16 3 43 16 120 21 43 31 16 31 3 21 33 3 25 34 16 3 25 138 3 22 62 16 3 469 16 153 16 54 33 3 25 138 3 22 62 16 3 31 29 43 16 53 22 25 43 605 33 3 25 119 22 112 119 22 14 3 29 22 3 153 21 33 3 138 25 54 54 25 153 16 31 3 148 141 3 22 62 16 3 153 29 54 31 54 141 3 112 21 53 16 31 15 3 33 119 33 112 16 34 33 16 138 119 54 3 478 21 34 31 3 25 138 22 16 34 3 53 25 70 29 53 21 54 472 3 34 25 43 22 62 3 148 141 3 34 25 43 22 62 153 16 33 22 3 478 61 147 142 147 472 15 3 153 29 22 62 3 53 21 43 141 3 120 43 21 34 22 3 21 34 31 3 16 118 21 3 70 21 43 29 16 3 33 21 29 34 22 495 3 22 62 16 3 54 21 22 22 16 43 3 138 29 54 70 15 3 62 29 33 3 25 34 54 141 3 70 25 118 29 16 3 138 25 43 3 70 120 70 15 3 153 21 33 3 25 34 16 3 25 138 3 22 62 16 3 31 29 43 16 53 22 25 43 605 33 3 70 25 33 22 3 43 25 70 21 34 22 29 53 3 70 25 118 29 16 33 3 21 34 31 3 21 54 33 25 3 16 503 16 43 22 16 31 3 21 3 70 21 33 33 29 118 16 3 29 34 138 54 119 16 34 53 16 3 25 34 3 112 25 112 119 54 21 43 3 53 119 54 22 119 43 16 15 3 21 33 3 153 16 54 54 3 21 33 3 22 62 16 3 33 25 119 43 53 16 3 25 138 3 29 34 33 112 29 43 21 22 29 25 34 3 138 25 43 3 33 22 21 34 54 16 141 3 31 25 34 16 34 605 33 3 16 997 119 21 54 54 141 3 53 54 16 118 16 43 3 21 34 31 3 43 25 70 21 34 22 29 53 3 53 62 21 43 21 31 16 3 478 61 147 239 137 472 15 3 21 54 33 25 3 33 22 21 43 43 29 34 120 3 120 43 14 14 14,1
3355,11 32 4 8 49 1844 264 412 1 283 12 8 315 525 2 39 23 7 1 333 90 132 28 1 105 77 63 551 324 124 85 209 7 10 10 10 10 10 10 10 10 369 35 30 225 96 10 10 10 10 10 10 26 5 166 11 417 68 10 10 10 10 10 10 10 10 10 10 84 69 115 89 20 126 219 2078 126 219 661 64 227 10 10 10,0
3356,117 47 18 31 118 31 38 233 1 5 47 18 95 449 38 233 1 13 5 183 264 6 216 345 172 37 104 8 402 430 55 2 26 44 615 1 339 217 26 325 271 549 1 75 4 30 917 357 260 1 82 156 432 30 917 563 654,0
3357,223 196 136 4 1390 346 341 135 57 125 17 2 1 127 151 104 168 434 405 2 260 50 44 17 2 45,1
3358,421 372 10 5 571 100 254 2 28 560 107 406 6 117 44 4 57 108 27 126 219 254 2 1 11 20 44 421 372 100 10 5 47 166 57 108 2 193 81 300 304 1 1341 18 430 55 38 10 10 10 10,1
3359,12 35 36 23 37 77 18 24 7 8 470 1 8 402 1 91 103 5 28 4 208 40 38 824 191 1114 2 1 83 40 394 1196 1 30 8 79 272 212 123 440 1 607 607 340 340 1 394 394 1196 1196 6 88 86 5 198 1 209 904 6,0
3360,31 118 31 109 203 12 97 2 346 86 324 124 15 13 166 27 291 161 2 14,0
3361,9 8 234 1418 4 790 547 32 335 5 818 2 15 228 60 329 2 312 131 2348 2461 38 39 2624 396 7 126 554 2 274 1780 14,0
3362,5 422 458 46 106 23 12 19 1 63 94 423 1011 706 179 137 41 45 294 2 341 135 39 5 38 1 44 23 20 23 70 503 137 239 41 42 38 2 1326 425 341 135 227 10,0
3363,12 278 53 31 4 460 513 778 344 815 661 43 53 21 331 477 65 135 2 1 554 460 513 1081 496 795 265 46 459 267 1216 1 395 4 935 204 149 328 8 600 302 1703 2 99 265 55 35 1 236 49 745 167 185 565 149 256 693 260 116 769 1 9 61 142 110 62 31 53 31 3 1 395 186 4 289 136 910 135 196 136 504 2 389 4 795 265 57 2 289 135 10,1
3364,254 433 1017 17 2 140 1 11 86 52 1 97 64 1017 844 669 2 1 26 912 167 19 1181 1340 6 5 66 6,1
3365,274 9 258 64 30 27 285 155 3 20 325 4 349 584 25 266 32 52 722 19 789 247 130 4 5 4 678 3 23 2 83 638 8 19 676 10,0
3366,36 13 852 1 435 612 13 662 841 1 53 31 5 271 549 1 5 198 52 23,0
3367,77 18 2 1505 116 91 30 130 780,0
3368,35 27 71 269 207 321 132 28 12 81 1 35 37 26 364 80 92 2 1 93 284 364 264 412 1 75 4 56 7 557 90 1 20 4 333 90 20 511 7 48 48 48 81 64 30 247 63 253 335 5 7 1 5 4 44 11 251 28 30 95 182 51 42 335 227 1 188 8 150 28 12 87 23 70 112 137 20 12 97 1 74 150 30 235 348 7 48 48 48,0
3369,57 108 108 670 95 346 308 331 477 5 44 8 65 289 136 132 323 55 20 4 1091 56 174 36 87 1726 216 178 2 196 136 183 405 10 282 292 346 216 392 45 262 251 184 688 98 202 6 35 278 31 118 31 216 392 192 448 1004 45 1 117 44 963 730 8 211 168 20 78 168 1153 6 161 261 23 179 1266 248 10,0
3370,415 163 208 40 253 30 9 68 7 67 114 40 49 220 26 9 290 67,1
3371,60 114 40 11 2 354 193 57 448 522 176 68 140,1
3372,137 269 870 18 84 69 23 2 1 77 18 511 7 1 99 122 393 581 1 96 1622 32 99 122 9 163 180 6,0
3373,2539 132 28 48 88 3816 84 69 1984 76 196 2175 5 1865 2486 15 2693 131 3817 3818 114 40 2 32 13 17 14 24 24 1878 151 13 51 42 48 2089 2090 45 65 1100 2273 223 3819 3820 755 2 76,1
3374,125 586 261 23 2 45 607 658 116 81 22 25 119 53 62 3 118 29 118 21 99 122 943 28 476 81 251 163 180 1 248 199 283 95 653 673 65 248 199 168 81 1 182 47 190 150 367 56 6,1
3375,36 13 717 1 238 13 46 1 824 55 13 17 6 24 172 37 13 751 263 6 144 238 32 5 78 13 319 6,1
3376,152 49 696 261 211 65 37 1 354 193 532 532 20 74 7 1 61 207 147 20 61 207 147 227 1 109 60 193 81 318 106 1 421 372 8 74 181 55 32 30 114 40 5 17 1 288 124 251 7 468 586 207 562 269 182 345 28 116 1 12 32 20 5 50 7 102 58 3450 1 613 726 427 203 61 207 142 1 12 32 51 42 896 351 544 102 61 71 239 7 1 98 186 411 696 261 30 114 40 645 212 415 163 1 696 261 9 114 40 187 633 290 67,0
3377,745 167 2 378 2436 4 526 27 2 1 73 1393 263 2289 314 734 1171 1098 2 1157 378 494 1 369 35 5 281 278 6 1460 277 8 19 6 8 79 56 32 30 9 6,0
3378,22 118 148 2 99 265 617 1 216 2 94 129 13 17 1 253 264 412 10,1
3379,133 214 90 26 137 239 290 10 77 18 73 223 72 350 2 93 284 8 97 10,0
3380,83 19 70 112 137 18 95 449 39 96 5 7 15 393 23 7,0
3381,317 407 15 5 47 31 118 31 474 233 15 228 60 87 72 185 388 43 70 118 148 170 405 76 188 380 15 63 94 209 15 193 247 130 5 47 489 76 188 232 15 244 94 209 15 360 217 126 95 346 2 15 26 734 1171 15 324 124 51 103 98 145 164 100 30 114 40 17 50 2 7 15 30 23 59 2 5 44 23,0
3382,11 134 122 80 92 2 8 165 95 346 1 608 799 59 492 134 122 59 1436,1
3383,56 7 71 90 7 5 66 48 48 48,1
3384,87 72 39 4 125 99 265 155 258 3 104 388 306 38 93 170 264 412 45 7 3 277 327 154 198 3 46 106 979 817 132 323 261 23 227,1
3385,35 37 666 13 46 337 161 109 60 167 143 311 311 2 293 694 358 910 277 1 51 4 23 235 37 58 1 382 201 1 244 72 134 122 332 193 1 186 554 160 4 374 484 59 37 2 1 9 128 195 183 395 5 370 221 57 108 311 311 6 93 170 32 104 252 309 6 241 104 123 74 1 8 648 470 2 343 293 218 80 92 157 616 616 115 163 11 158 12 97 2 36 6,0
3386,80 92 100 89 2 289 521,0
3387,104 252 47 2284 1701 449 303 73 399 558 183 405,1
3388,53 31 57 2 258 353 73 196 136 38 2 206 185 5 8 97 1 666 692 4 430 55 6 84 69 44 143 19 50 225 140 10,0
3389,8 249 39 13 80 92 111 33 3 80 92 100 89 2 157 1068 1731 37 7 158 73 157 46 111 242 742 158 111 33 699 50 73 1786 192 81 968 2 334 372 451 170 8 249 166 11 2409 1871 5 215 6,1
3390,18 119 33 62 16 43 1529 335 53 62 43 29 33 3 148 43 25 153 34 46 233 1087 565 2 49 220 1 34 16 162 141 25 236 97 4 1525 63 125 53 62 21 43 70 29 34 120 2 708 1263 725 159 1 188 8 110 2 33 25 3 33 29 53 266 480 82 4 71 61 460 838 2 43 34 148 99 265 6 199 216 2 148 16 53 21 119 33 16 3 25 138 3 119 236 97 642 27 176 225 1250 1228 164 1935 27 1453 303 498 302 384 498,1
3391,33 153 29 33 33 120 16 21 43 3 363 463 154 9 27 4 174 893 422 893 271 2092 500 116 1098 9 679 331 477 178 297 1038 656 30 9 538 406 335 315 1 218 978 5 38 73 1038 656 960 1292 9 538 406 335 315 10,0
3392,5 4 31 147 2 1 30 187 399 1 298 161 84 69 47 45 1091 261 8 128 181 55 101 845 79 2 17 95 243,0
3393,228 927 201 564 44 1 18 8 90 123 127 354 261 395 167 68 6 84 69 18 1241 303 123 58 518 160 625 49 167 28 1 134 122 88 428 246 281 68 1 105 68 1 167 68 28 326 263 27 447 2 46 303 1208 654 10,1
3394,298 161 9 192 305 543 113 2469 1039 73 510 521 267 633,0
3395,80 92 111 1274 2 95 243 15 308 4 2417 2417 130 37 2325 814 98 829 390 953 446 2 159 368 1913 446,1
3396,13 45 27 39 80 92 318 101 688 588 797 98 5 80 92 318 138 29 138 21 15 51 455 101 688 1402 1402 2 673 356 7 138 29 138 21,0
3397,223 196 136 206 17 1 154 42 132 74 7 68 1 51 4 211 168 58 1 105 77 12 35 36 4 608 2 1 292 208 40 97 417 383 68 67,0
3398,346 831 339 217 5 271 549 1 156 432 116 769 662 373 1339 641 1 66 583 555 65 1 107 124 143 310 64 24 1 1069 768 590 1147 465 49 218 181 66 583 6,0
3399,1022 38 83 379 1374 1558 26 1639 316 51 42 136 15 11 249 330 20 4 136 28 555 194 123 207 142 2 49 220 20 5 191 7 15 50 4 31 21 22 21 71 66 583 76 226 101 18 4 85 594 595 7 15 501 3147 9 187 261 23 2 362 296 26 564 419 91 456 834 8 74 76,0
3400,12 19 51 42 136 189 386 95 449 140,0
3401,140 3 11 44 24 267 285 78 3 140 115 89 52 722 19 732 338 457 24 2 175 629,0
3402,897 398 2 2652 1126 323 1059 867 7 123 58 1 110 1 2037 123 471 20 411 451 682 1097 1012 1 51 208 40 32 5 107 897 398 2 1757 2420 271 792 1 83 40 9 2135 446 6 371 72 2438 1415 1 905 2061 87 2 1928 604 1 42 465 176 392 19 576 501 87 2 1928 604 1 39 5 465 280 131 57 106 1264 2 83 131 1928 604 6 478 112 33 527 905 2061 32 4 236 8 131 1928 604 222 2546 945 1233 948 398 1305 2131 57 108 46 1928 509 6 275,1
3403,211 5 168 48 48,0
3404,61 14 431 93 2 487 259 91 4 429 210 15 8 19 438 337 133 23 2 49 220 26 4 142 147 147 15 707 660 427 203 7 142 197 197 7 15 906 442 78 28 207 147 147 15 135 94 73 93 170 8 97 15 431 2 210 76 71 14 17 104 142 147 147 294 23 7 19 71 14 61 2 1788 1789 15 903 903 15 12 19 93 170 23 1788 1789 2 173 228 292 51 42 23 28 142 14 61 7 76 436 160 83 19 334 81 15 101 18 5 88 1258 558 76,0
